"sid","Name","HasLaterality"
"2110","BUN/Creatinine ratio ",NULL
"2111","Bunionectomy with arthrodesis ",NULL
"2112","Silver bunionectomy ",NULL
"2113","Bunnell operation for tendon of hand transfer ",NULL
"2114","Bupropion measurement ",NULL
"2115","Bupropion therapy ",NULL
"2116","Bupivacaine measurement ",NULL
"2117","Buprenorphine measurement ",NULL
"2118","Urine buprenorphine level ",NULL
"2119","Serum buprenorphine level ",NULL
"2120","Plasma buprenorphine level ",NULL
"2121","Cystoscopic injection of bupivacaine into ureter ",NULL
"2122","Aspiration of bursa of hand ",NULL
"2123","Bursotomy of hand ",NULL
"2124","Incision of bursa of foot ",NULL
"2125","Incision of bursa of wrist ",NULL
"2126","Fluoroscopic iliopsoas bursography ",NULL
"2127","Busulfan measurement ",NULL
"2128","Buspirone measurement ",NULL
"2129","Public service vehicle examination for bus company ",NULL
"2130","Assessment using Renfrew Bus Story ",NULL
"2131","Butabarbital measurement ",NULL
"2132","Vaginal buttress operation ",NULL
"2133","2-Butanol measurement ",NULL
"2134","Butterfat absorption test ",NULL
"2135","Butyrylcholinesterase measurement ",NULL
"2136","n-Butyrate measurement ",NULL
"2137","n-Butane measurement ",NULL
"2138","Manual bladder washout through catheter ",NULL
"2139","Human leukocyte antigen A, B, AND Bw antigen phenotyping ",NULL
"2140","Biopsy of breast ",NULL
"2141","Biopsy of liver ",NULL
"2142","Biopsy of colon ",NULL
"2143","Endometrial biopsy ",NULL
"2144","Open biopsy of kidney ",NULL
"2145","Open biopsy of esophagus ",NULL
"2146","Open biopsy of uterus ",NULL
"2147","Open biopsy of liver ",NULL
"2148","Open biopsy of bronchus ",NULL
"2149","Open biopsy of tongue ",NULL
"2150","Construction of shunt ",NULL
"2151","Final stage terminalizing-urethra tube operation ",NULL
"2152","First stage urethra terminalizing operation using prepucial skin flap ",NULL
"2153","Bypass graft ",NULL
"2154","Bypass of esophagus ",NULL
"2155","Bypass of stomach ",NULL
"2156","Bypass of colon ",NULL
"2157","Bypass of ureter ",NULL
"2158","Bypass of duodenum ",NULL
"2159","Bypass of ileum ",NULL
"2160","Bypass of jejunum ",NULL
"2161","Bypass gastrojejunostomy ",NULL
"2162","Calming ",NULL
"2163","Cecotomy ",NULL
"2164","Cecopexy ",NULL
"2165","Canthotomy ",NULL
"2166","Cecoplasty ",NULL
"2167","Cardiometry ",NULL
"2168","Calorimetry ",NULL
"2169","Cannulation ",NULL
"2170","Cardiectomy ",NULL
"2171","Assessment using CAARMS (Comprehensive Assessment of At-Risk Mental States) ",NULL
"2172","Referral to Community Action Agency program ",NULL
"2173","Education about Community Action Agency program ",NULL
"2174","Coronary interposition technique ",NULL
"2175","Cabbage RAST ",NULL
"2176","Taxi cab driver medical exam ",NULL
"2177","Measurement of Babesia caballi antibody ",NULL
"2178","Cocoa RAST ",NULL
"2179","Referral to Child and Adult Care Food Program ",NULL
"2180","Measurement of Cache valley virus antibody ",NULL
"2181","Education about Child and Adult Care Food Program ",NULL
"2182","Assistance with application for Child and Adult Care Food Program ",NULL
"2183","Evaluation of eligibility for Child and Adult Care Food Program ",NULL
"2184","Cadaveric renal transplant ",NULL
"2185","Cadmium measurement ",NULL
"2186","Cadaver donor nephrectomy ",NULL
"2187","Assessment using Communication Activities of Daily Living Second Edition ",NULL
"2188","Blood cadmium measurement ",NULL
"2189","Removal of organ from cadaver ",NULL
"2190","Removal of eyes from cadaver ",NULL
"2191","Cadmium measurement, urine ",NULL
"2192","Removal of liver from cadaver donor ",NULL
"2193","Cecoplication ",NULL
"2194","Cecocolostomy ",NULL
"2195","Cecocystoplasty ",NULL
"2196","Suture of cecum ",NULL
"2197","Cecosigmoidostomy ",NULL
"2198","Cecocoloplicopexy ",NULL
"2199","Creation of cecostomy ",NULL
"2200","Caffeine measurement ",NULL
"2201","Serum caffeine measurement ",NULL
"2202","Plasma caffeine measurement ",NULL
"2203","Management of caffeine intake ",NULL
"2204","Coronary angiography ",NULL
"2205","Caged bird feathers RAST ",NULL
"2206","Thoracic cage X-ray ",NULL
"2207","Assessment using CAGE (Cutting down, Annoyance by criticism, Guilty feeling and Eye-openers) Questionnaire ",NULL
"2208","Melaleuca RAST ",NULL
"2209","Callosotomy ",NULL
"2210","Calcanectomy ",NULL
"2211","Renal calicotomy ",NULL
"2212","Renal calicectomy ",NULL
"2213","Callander's amputation ","1"
"2214","CD10 count ",NULL
"2215","Partial callosotomy ",NULL
"2216","Complete callosotomy ",NULL
"2217","Camomile RAST ",NULL
"2218","Camphor measurement ",NULL
"2219","Laser uvulectomy and palatal scarring ",NULL
"2220","Cyclic adenosine monophosphate measurement ",NULL
"2221","Application of cosmetic camouflage ",NULL
"2222","Camera fundoscopy ",NULL
"2223","Referral to cosmetic camouflage service ",NULL
"2224","Correction of camptodactyly ",NULL
"2225","Camping medical examination ",NULL
"2226","Canthoplasty ",NULL
"2227","Conjunctivorhinostomy ",NULL
"2228","Nasolacrimal anastomosis ",NULL
"2229","Construction of canthorrhaphy ",NULL
"2230","Canaliculodacryocystorhinostomy ",NULL
"2231","Canrenone measurement ",NULL
"2232","Repair of canaliculus of lacrimal system ",NULL
"2233","Lateral canthopexy ",NULL
"2234","Recalcification, CaOH, temporary restoration, per tooth ",NULL
"2235","Capillaroscopy ",NULL
"2236","Capsulectomy of lens ",NULL
"2237","Joint capsuloplasty ",NULL
"2238","Joint capsulodesis ",NULL
"2239","Posterior capsulorrhexis ",NULL
"2240","Capsulorrhexis of lens capsule ",NULL
"2241","Pulp cap, direct, excluding final restoration ",NULL
"2242","Anterior capsulorrhexis ",NULL
"2243","Capsulorrhaphy of joint ",NULL
"2244","Capreomycin measurement ",NULL
"2245","Cardioassist ",NULL
"2246","Cardioplasty ",NULL
"2247","Cardiomyotomy ",NULL
"2248","Cardiorrhaphy ",NULL
"2249","Cardioschisis ",NULL
"2250","Cardiomyopexy ",NULL
"2251","Cardioversion ",NULL
"2252","Echinococcus extract skin test ",NULL
"2253","Administration of casirivimab ",NULL
"2254","Bilateral oophorectomy ",NULL
"2255","Male castration ",NULL
"2256","Casein RAST ",NULL
"2257","Cashew nut RAST ",NULL
"2258","Chemical male castration ",NULL
"2259","Bilateral orchidectomy ",NULL
"2260","Cast removal ",NULL
"2261","Cast care management ",NULL
"2262","Computed tomography ",NULL
"2263","Repair of truncus arteriosus ",NULL
"2264","Combined approach tympanoplasty ",NULL
"2265","Catheterization ",NULL
"2266","Cathine measurement ",NULL
"2267","Categorizing wound type ",NULL
"2268","Psychiatric catharsis method ",NULL
"2269","Categorizing surgical wound ",NULL
"2270","Catalase measurement ",NULL
"2271","Catalase test ",NULL
"2272","Cauterization ",NULL
"2273","Cauterization of hemorrhoids ",NULL
"2274","Cauterization of lesion of skin of head or neck ",NULL
"2275","Cauterization of lesion of cervix ",NULL
"2276","Cauterization of skin ",NULL
"2277","Nasal cautery ",NULL
"2278","Cauterization of eyelid ",NULL
"2279","Rectum cautery ",NULL
"2280","Cauterization of lung ",NULL
"2281","Cavernosometry ",NULL
"2282","Corpora cavernosography ",NULL
"2283","Fluoroscopic liver cavernography ",NULL
"2284","Continuous arteriovenous hemodialysis ",NULL
"2285","Continuous arteriovenous hemofiltration ",NULL
"2286","Continuous arteriovenous hemodiafiltration ",NULL
"2287","Cavernostomy of lung ",NULL
"2288","Cavernoscopy of thorax ",NULL
"2289","Cyclospora cayetanesis detection ",NULL
"2290","Complete blood count ",NULL
"2291","Chronic obstructive pulmonary disease screening ",NULL
"2292","Radiotherapy planning using cone beam computed tomography ",NULL
"2293","Complete blood count without differential ",NULL
"2294","Complete blood count with white cell differential, manual ",NULL
"2295","Complete blood count with white cell differential, automated ",NULL
"2296","Excision of common bile duct ",NULL
"2297","Choledochoplasty ",NULL
"2298","Suture of common bile duct ",NULL
"2299","Choledochoenterostomy ",NULL
"2300","Exploration of common bile duct ",NULL
"2301","Cholecystectomy with exploration of common duct ",NULL
"2302","Percutaneous extraction of common duct stones ",NULL
"2303","Incision and exploration of common bile duct for relief of obstruction ",NULL
"2304","Laparoscopic cholecystectomy with exploration of common duct ",NULL
"2305","Excision ampulla of Vater with reimplantation of common duct ",NULL
"2306","Cardiac catheterization ",NULL
"2307","Case conference ",NULL
"2308","Check cystoscopy ",NULL
"2309","Procedure to costal cartilage ",NULL
"2310","Continuous cycling peritoneal dialysis ",NULL
"2311","Manual external cardiac massage with closed chest ",NULL
"2312","Catheterization of left heart ",NULL
"2313","Sperm count - number/cc ",NULL
"2314","Fit complete upper and lower dentures ",NULL
"2315","Secretin cholecystokinin test ",NULL
"2316","Assessment using Children's Communication Checklist Second Edition ",NULL
"2317","Prospectively electrocardiogram gated computed tomography arteriography of coronary artery with contrast ",NULL
"2318","Retrospectively electrocardiogram gated computed tomography arteriography of coronary artery with contrast ",NULL
"2319","Cholecystectomy ",NULL
"2320","Partial cholecystectomy ",NULL
"2321","Laparoscopic cholecystectomy ",NULL
"2322","Laparoscopic subtotal cholecystectomy ",NULL
"2323","Cholecystectomy and operative cholangiogram ",NULL
"2324","Cluster of differentiation antigen detection ",NULL
"2325","Cystodiathermy and destruction of bladder lesion ",NULL
"2326","Cluster of differentiation antigen count procedure ",NULL
"2327","Connected discourse tracking ",NULL
"2328","CD3 - Anti-cluster of differentiation 3 T-cell stimulation ",NULL
"2329","CD41 count ",NULL
"2330","CD21 count ",NULL
"2331","CD64 count ",NULL
"2332","Count of cells positive for both CD20 antigen and CD23 antigen ",NULL
"2333","Count of cells positive for CD3 antigen and CD4 antigen and CD8 antigen ",NULL
"2334","Assessment using Cutaneous Dermatomyositis Disease Area and Severity Index ",NULL
"2335","Referral to CDC-recognized diabetes prevention program ",NULL
"2336","Education about community development financial institution ",NULL
"2337","Correction of congenital deformity of hip ",NULL
"2338","Congenital dislocation of the hip screening ",NULL
"2339","Assessment using CDR (Clinical Dementia Rating) ",NULL
"2340","Extraction of cataract ",NULL
"2341","Carotid endarterectomy ",NULL
"2342","Cerclage ",NULL
"2343","Centesis ",NULL
"2344","Cecectomy ",NULL
"2345","Laparotomy ",NULL
"2346","Cephalogram ",NULL
"2347","Carcinoembryonic antigen measurement ",NULL
"2348","Cedar RAST ",NULL
"2349","Japanese cedar RAST ",NULL
"2350","Cefotetan measurement ",NULL
"2351","Cefonicid measurement ",NULL
"2352","Cefoperazone measurement ",NULL
"2353","Cefinase test ",NULL
"2354","Cefamandole measurement ",NULL
"2355","Cefoxitin measurement ",NULL
"2356","Cefazolin measurement ",NULL
"2357","Cefixime measurement ",NULL
"2358","Cefuroxime measurement ",NULL
"2359","Cefsulodin measurement ",NULL
"2360","Laparoscopy ",NULL
"2361","Exploratory laparotomy ",NULL
"2362","Celestine blue B stain method ",NULL
"2363","Laparotomy for staging of ovarian cancer ",NULL
"2364","Examination of cells ",NULL
"2365","Celiac angiography ",NULL
"2366","Cellobiose assimilation test ",NULL
"2367","Intramedullary fixation with cementing of bone ",NULL
"2368","Cementoplasty using fluoroscopic guidance ",NULL
"2369","Fit tooth restoration ",NULL
"2370","CT guided cementoplasty of acetabulum ",NULL
"2371","CT guided cementoplasty of glenoid ",NULL
"2372","Cementoplasty of acetabulum using fluoroscopic guidance ",NULL
"2373","Fit veneer to tooth ",NULL
"2374","Cementoplasty of glenoid using fluoroscopic guidance ",NULL
"2375","Fit post core to tooth ",NULL
"2376","Cementation of temporary crown to tooth ",NULL
"2377","Centrifugation ",NULL
"2378","Diagnostic puncture and aspiration ",NULL
"2379","Person centered counseling ",NULL
"2380","Specimen centrifugation ",NULL
"2381","Antibody to centromere measurement ",NULL
"2382","Arthrocentesis of temporomandibular joint ",NULL
"2383","Centralization of wrist on ulna ",NULL
"2384","HEp-2 centromere ",NULL
"2385","Assessment using Centor criteria ",NULL
"2386","Countercurrent electrophoresis measurement ",NULL
"2387","Cephapirin measurement ",NULL
"2388","Cephaeline measurement ",NULL
"2389","Ultrasound cephalometrics ",NULL
"2390","Orthodontic cephalogram ",NULL
"2391","Needling of hydrocephalic head ",NULL
"2392","Cephalometry X-ray ",NULL
"2393","Obstetric cephalometry ",NULL
"2394","Repair of cervix ",NULL
"2395","Amputation of cervix ",NULL
"2396","Cerclage of uterine cervix ",NULL
"2397","Cortical electric response audiometry ",NULL
"2398","Cerulin test ",NULL
"2399","Ceruloplasmin measurement ",NULL
"2400","Cervicothoracic junction X-ray ",NULL
"2401","Removal of cervicoisthmic cerclage by abdominal approach ",NULL
"2402","Repair of cervicosigmoidal fistula ",NULL
"2403","Contrast enhanced spectral mammography ",NULL
"2404","Cesium measurement ",NULL
"2405","Cessation of anesthesia ",NULL
"2406","Cesarean section ",NULL
"2407","Cessation of sedation ",NULL
"2408","Cesarean hysterectomy ",NULL
"2409","External beam radiation therapy with radioactive cesium ",NULL
"2410","Interstitial brachytherapy using cesium needle ",NULL
"2411","Smoking cessation education ",NULL
"2412","Elective cesarean section ",NULL
"2413","Three dimensional ultrasonography of abdominal aortic endovascular aneurysm repair with contrast ",NULL
"2414","Confrontation visual field test ",NULL
"2415","Continuous monitoring using cerebral function analysing monitor ",NULL
"2416","Colony forming unit assay ",NULL
"2417","Colony forming unit-mixed ",NULL
"2418","Colony forming unit-macrophage assay ",NULL
"2419","Colony forming unit-granulocyte assay ",NULL
"2420","Cystic fibrosis screening ",NULL
"2421","Colony forming unit-granulocyte/macrophage assay ",NULL
"2422","Colony forming unit-granulocyte-monocyte-erythroid-megakaryocyte assay ",NULL
"2423","Angioplasty of common femoral artery ",NULL
"2424","Endarterectomy of common femoral artery ",NULL
"2425","Percutaneous thrombolysis of common femoral artery ",NULL
"2426","Cholecystogram ",NULL
"2427","Assessment using Children's Global Assessment Scale ",NULL
"2428","Assessment using Child Group Session Rating Scale ",NULL
"2429","Choanogram ",NULL
"2430","Cheilectomy ",NULL
"2431","Chiasmopexy ",NULL
"2432","Chromoscopy ",NULL
"2433","Chondrectomy ",NULL
"2434","Chemotherapy ",NULL
"2435","Chemosurgery ",NULL
"2436","Chemocautery ",NULL
"2437","Cholangiogram ",NULL
"2438","Repair of lip ",NULL
"2439","Documenting observations ",NULL
"2440","Referral to religious service ",NULL
"2441","Chaining technique ",NULL
"2442","Chart review, verification of charges ",NULL
"2443","Referral to charitable service ",NULL
"2444","Documentation procedure ",NULL
"2445","Charnley operation on ankle ",NULL
"2446","Provision of chaperone ",NULL
"2447","Charnley operation on knee ",NULL
"2448","Suture of lip ",NULL
"2449","Incision of lip ",NULL
"2450","Chemoprevention ",NULL
"2451","Chemonucleolysis ",NULL
"2452","Chemodenervation ",NULL
"2453","Referral to chiropractor ",NULL
"2454","Removal of bone fragments ",NULL
"2455","Bone graft with bone chips ",NULL
